Date,Time,Race,Gender,Body_Size,Age_Range,Basket_Size,Wash_Item,Washer_No,Dryer_No,TimeSpent_minutes,TotalSpent_RM,weather,With_Kids,Kids_Category,Race_fac,Gender_fac,Wash_Item_fac,weather_fac,Body_Size_oe,Basket_Size_oe,Kids_Category_oe,With_Kids_oe
15/01/2016,15:29:57,foreigner ,female,thin,58,big,blankets,4,9,33,15,Sunny,no,no_kids,3,1,1,1,0,1,0,0
20/02/2016,11:45:59,malay,male,thin,49,big,clothes,4,10,48,12,Rainy,yes,toddler,0,0,0,0,0,1,2,1
26/02/2016,22:35:24,foreigner ,female,fat,19,big,clothes,3,10,57,7,Sunny,no,no_kids,3,1,0,1,2,1,0,0
28/12/2015,20:44:16,indian,female,thin,32,small,clothes,3,7,13,19,Sunny,no,no_kids,1,1,0,1,0,0,0,0
16/02/2016,15:28:22,indian,male,thin,24,big,blankets,6,9,11,21,Sunny,yes,toddler,1,0,1,1,0,1,2,1
18/01/2016,18:21:57,indian,female,fat,40,small,clothes,3,9,31,18,Rainy,yes,young,1,1,0,0,2,0,3,1
26/02/2016,15:57:33,indian,female,moderate,29,small,blankets,6,9,16,21,Sunny,no,no_kids,1,1,1,1,1,0,0,0
6/12/2015,20:36:44,indian,male,thin,55,small,clothes,4,9,35,9,Sunny,no,no_kids,1,0,0,1,0,0,0,0
29/12/2015,11:56:40,indian,female,thin,39,small,clothes,3,8,26,19,Sunny,yes,baby,1,1,0,1,0,0,1,1
4/2/2016,20:34:15,malay,female,fat,30,big,clothes,6,10,18,21,Sunny,no,no_kids,0,1,0,1,2,1,0,0
7/2/2016,7:21:00,chinese,male,moderate,23,small,blankets,6,9,20,20,Sunny,no,no_kids,2,0,1,1,1,0,0,0
24/02/2016,8:55:35,foreigner ,female,thin,40,small,clothes,3,9,30,17,Sunny,no,no_kids,3,1,0,1,0,0,0,0
11/2/2016,17:59:13,chinese,female,thin,28,small,clothes,3,10,47,14,Sunny,no,no_kids,2,1,0,1,0,0,0,0
3/1/2016,0:08:35,chinese,female,fat,26,big,clothes,4,8,36,17,Sunny,no,no_kids,2,1,0,1,2,1,0,0
18/01/2016,6:16:32,indian,male,moderate,25,big,blankets,6,9,12,10,Rainy,no,no_kids,1,0,1,0,1,1,0,0
28/02/2016,11:49:03,chinese,male,thin,54,big,clothes,6,10,50,8,Sunny,yes,toddler,2,0,0,1,0,1,2,1
8/2/2016,0:49:06,indian,female,thin,21,small,blankets,6,10,57,14,Sunny,no,no_kids,1,1,1,1,0,0,0,0
4/2/2016,11:43:10,foreigner ,female,fat,25,big,blankets,4,8,36,8,Sunny,no,no_kids,3,1,1,1,2,1,0,0
10/2/2016,3:13:33,chinese,female,moderate,47,small,blankets,6,8,53,11,Sunny,no,no_kids,2,1,1,1,1,0,0,0
2/12/2015,7:23:14,indian,male,thin,53,small,clothes,3,7,25,21,Sunny,yes,baby,1,0,0,1,0,0,1,1
2/12/2015,18:13:15,chinese,female,moderate,48,big,clothes,6,7,36,20,Rainy,no,no_kids,2,1,0,0,1,1,0,0
10/2/2016,6:58:04,foreigner ,male,thin,38,big,clothes,4,8,46,14,Sunny,yes,baby,3,0,0,1,0,1,1,1
26/12/2015,5:36:18,chinese,female,fat,43,small,clothes,6,7,36,7,Sunny,no,no_kids,2,1,0,1,2,0,0,0
16/02/2016,8:24:10,foreigner ,male,fat,41,small,blankets,4,8,27,20,Sunny,yes,toddler,3,0,1,1,2,0,2,1
20/01/2016,22:10:06,chinese,male,thin,60,big,clothes,5,10,29,8,Sunny,yes,young,2,0,0,1,0,1,3,1
28/12/2015,21:42:28,chinese,male,thin,46,small,blankets,6,8,12,14,Rainy,no,no_kids,2,0,1,0,0,0,0,0
13/01/2016,3:24:24,chinese,female,thin,39,big,clothes,6,10,41,14,Rainy,yes,toddler,2,1,0,0,0,1,2,1
20/12/2015,21:17:47,chinese,female,moderate,57,small,clothes,6,8,47,8,Sunny,yes,toddler,2,1,0,1,1,0,2,1
15/01/2016,22:08:40,foreigner ,female,thin,21,big,blankets,4,9,51,7,Sunny,no,no_kids,3,1,1,1,0,1,0,0
19/02/2016,13:07:14,chinese,male,moderate,20,big,clothes,5,7,53,15,Sunny,no,no_kids,2,0,0,1,1,1,0,0
13/01/2016,7:13:27,indian,male,moderate,18,big,clothes,6,10,17,19,Sunny,yes,baby,1,0,0,1,1,1,1,1
6/2/2016,3:33:56,malay,male,thin,18,big,clothes,5,8,27,10,Rainy,no,no_kids,0,0,0,0,0,1,0,0
9/12/2015,22:09:10,malay,male,thin,44,small,clothes,6,8,60,18,Rainy,no,no_kids,0,0,0,0,0,0,0,0
22/02/2016,22:53:45,chinese,male,moderate,41,big,blankets,4,10,28,18,Rainy,no,no_kids,2,0,1,0,1,1,0,0
16/01/2016,5:59:15,chinese,female,thin,51,big,clothes,6,7,53,11,Sunny,no,no_kids,2,1,0,1,0,1,0,0
3/2/2016,18:59:09,indian,female,moderate,28,big,clothes,3,8,29,20,Sunny,no,no_kids,1,1,0,1,1,1,0,0
21/12/2015,15:33:40,foreigner ,female,moderate,31,small,blankets,5,8,25,13,Sunny,no,no_kids,3,1,1,1,1,0,0,0
6/12/2015,16:44:18,chinese,male,moderate,44,big,clothes,6,8,19,20,Sunny,yes,young,2,0,0,1,1,1,3,1
24/02/2016,14:43:30,indian,male,moderate,39,small,clothes,4,9,38,14,Rainy,no,no_kids,1,0,0,0,1,0,0,0
25/12/2015,20:51:28,foreigner ,female,fat,39,big,blankets,5,10,53,12,Sunny,no,no_kids,3,1,1,1,2,1,0,0
3/12/2015,6:01:28,indian,female,fat,22,big,clothes,4,8,31,14,Sunny,yes,toddler,1,1,0,1,2,1,2,1
10/2/2016,5:27:01,malay,male,thin,23,small,blankets,3,9,24,9,Sunny,no,no_kids,0,0,1,1,0,0,0,0
14/02/2016,1:49:31,indian,female,thin,52,big,clothes,4,10,56,16,Sunny,no,no_kids,1,1,0,1,0,1,0,0
29/12/2015,17:32:55,indian,male,fat,20,big,blankets,5,9,44,11,Sunny,no,no_kids,1,0,1,1,2,1,0,0
4/2/2016,12:50:30,foreigner ,female,thin,35,small,blankets,3,10,21,19,Sunny,no,no_kids,3,1,1,1,0,0,0,0
19/02/2016,20:31:15,malay,male,fat,39,big,clothes,4,10,44,15,Sunny,no,no_kids,0,0,0,1,2,1,0,0
21/02/2016,12:13:14,malay,female,fat,59,big,clothes,4,10,20,12,Sunny,no,no_kids,0,1,0,1,2,1,0,0
15/12/2015,12:16:23,indian,male,moderate,52,small,clothes,6,8,33,7,Sunny,no,no_kids,1,0,0,1,1,0,0,0
22/12/2015,5:50:55,chinese,male,thin,18,small,clothes,6,10,48,20,Rainy,no,no_kids,2,0,0,0,0,0,0,0
8/2/2016,7:22:33,foreigner ,female,thin,31,small,clothes,6,10,11,18,Sunny,no,no_kids,3,1,0,1,0,0,0,0
3/1/2016,12:31:47,chinese,male,thin,44,small,blankets,3,10,45,8,Rainy,no,no_kids,2,0,1,0,0,0,0,0
3/12/2015,4:33:18,foreigner ,female,moderate,50,small,clothes,3,9,21,19,Sunny,yes,young,3,1,0,1,1,0,3,1
28/12/2015,17:54:15,chinese,female,moderate,18,small,blankets,4,8,46,8,Sunny,no,no_kids,2,1,1,1,1,0,0,0
20/12/2015,14:20:32,malay,female,moderate,28,small,blankets,4,10,34,21,Rainy,no,no_kids,0,1,1,0,1,0,0,0
16/12/2015,23:24:44,foreigner ,male,moderate,59,small,clothes,5,10,13,14,Sunny,no,no_kids,3,0,0,1,1,0,0,0
10/2/2016,7:09:04,malay,female,thin,57,small,blankets,4,10,45,18,Sunny,yes,young,0,1,1,1,0,0,3,1
30/12/2015,1:31:09,chinese,male,fat,26,big,clothes,6,9,36,7,Sunny,yes,toddler,2,0,0,1,2,1,2,1
5/1/2016,17:05:11,chinese,female,fat,19,small,clothes,4,7,24,11,Rainy,no,no_kids,2,1,0,0,2,0,0,0
18/01/2016,8:12:10,malay,female,moderate,57,big,blankets,3,8,57,14,Rainy,yes,baby,0,1,1,0,1,1,1,1
19/01/2016,12:05:29,foreigner ,female,moderate,42,small,blankets,3,10,41,13,Sunny,no,no_kids,3,1,1,1,1,0,0,0
19/02/2016,0:44:13,malay,male,thin,56,big,clothes,5,7,13,12,Sunny,no,no_kids,0,0,0,1,0,1,0,0
26/01/2016,20:37:40,foreigner ,female,fat,41,small,clothes,5,7,19,11,Sunny,no,no_kids,3,1,0,1,2,0,0,0
2/2/2016,18:21:15,chinese,male,moderate,48,small,blankets,6,9,43,16,Sunny,no,no_kids,2,0,1,1,1,0,0,0
27/02/2016,17:36:16,foreigner ,male,moderate,26,small,blankets,5,8,23,18,Rainy,yes,toddler,3,0,1,0,1,0,2,1
28/01/2016,15:52:45,malay,female,fat,29,small,blankets,4,8,59,17,Rainy,no,no_kids,0,1,1,0,2,0,0,0
6/12/2015,5:46:44,chinese,male,fat,26,small,clothes,5,9,29,18,Sunny,yes,baby,2,0,0,1,2,0,1,1
21/01/2016,18:40:53,foreigner ,male,fat,23,small,blankets,3,9,32,19,Sunny,no,no_kids,3,0,1,1,2,0,0,0
31/01/2016,11:11:36,indian,female,moderate,40,small,clothes,5,8,33,10,Rainy,no,no_kids,1,1,0,0,1,0,0,0
22/02/2016,11:52:18,indian,female,thin,59,big,blankets,4,10,50,14,Rainy,yes,baby,1,1,1,0,0,1,1,1
18/12/2015,3:33:58,foreigner ,female,fat,47,small,blankets,3,9,31,13,Rainy,no,no_kids,3,1,1,0,2,0,0,0
15/01/2016,11:27:04,indian,male,moderate,56,big,blankets,5,9,26,15,Sunny,yes,toddler,1,0,1,1,1,1,2,1
1/2/2016,23:56:46,chinese,female,moderate,18,small,clothes,5,7,24,20,Sunny,no,no_kids,2,1,0,1,1,0,0,0
23/12/2015,23:27:04,malay,male,moderate,36,big,clothes,4,7,35,17,Rainy,no,no_kids,0,0,0,0,1,1,0,0
10/12/2015,5:54:47,foreigner ,male,moderate,54,big,clothes,3,9,49,16,Sunny,no,no_kids,3,0,0,1,1,1,0,0
6/12/2015,20:51:52,indian,female,moderate,42,big,clothes,6,10,58,14,Sunny,no,no_kids,1,1,0,1,1,1,0,0
15/02/2016,19:38:57,malay,male,moderate,29,big,clothes,4,10,42,7,Sunny,yes,baby,0,0,0,1,1,1,1,1
31/01/2016,4:40:39,foreigner ,male,moderate,35,big,blankets,5,10,41,18,Rainy,yes,toddler,3,0,1,0,1,1,2,1
12/1/2016,23:30:54,chinese,male,fat,30,big,clothes,5,10,15,13,Sunny,no,no_kids,2,0,0,1,2,1,0,0
17/12/2015,22:26:30,foreigner ,male,thin,46,big,blankets,4,10,49,19,Sunny,yes,baby,3,0,1,1,0,1,1,1
29/01/2016,4:31:14,foreigner ,female,moderate,57,small,clothes,5,8,13,21,Sunny,no,no_kids,3,1,0,1,1,0,0,0
18/12/2015,6:03:55,foreigner ,male,thin,27,small,blankets,4,7,42,7,Rainy,no,no_kids,3,0,1,0,0,0,0,0
7/2/2016,13:53:50,foreigner ,female,thin,54,small,clothes,6,10,22,20,Sunny,no,no_kids,3,1,0,1,0,0,0,0
30/01/2016,22:48:44,chinese,male,moderate,25,small,blankets,5,8,42,10,Sunny,yes,young,2,0,1,1,1,0,3,1
26/12/2015,8:37:59,foreigner ,female,moderate,46,small,blankets,3,10,22,16,Sunny,no,no_kids,3,1,1,1,1,0,0,0
15/12/2015,22:57:40,malay,female,moderate,55,small,blankets,5,8,35,12,Sunny,no,no_kids,0,1,1,1,1,0,0,0
31/01/2016,10:47:23,chinese,male,moderate,21,big,blankets,3,10,55,19,Sunny,yes,baby,2,0,1,1,1,1,1,1
23/01/2016,20:40:32,foreigner ,male,moderate,24,big,blankets,4,8,38,19,Sunny,yes,toddler,3,0,1,1,1,1,2,1
20/02/2016,18:06:44,chinese,male,fat,21,small,clothes,4,7,21,12,Rainy,no,no_kids,2,0,0,0,2,0,0,0
30/12/2015,19:21:37,malay,female,moderate,34,big,blankets,4,10,16,7,Rainy,yes,young,0,1,1,0,1,1,3,1
9/2/2016,23:59:11,malay,female,fat,37,small,blankets,4,7,14,7,Rainy,no,no_kids,0,1,1,0,2,0,0,0
29/12/2015,10:32:08,chinese,male,thin,23,small,clothes,5,8,30,7,Rainy,no,no_kids,2,0,0,0,0,0,0,0
13/02/2016,17:16:37,chinese,male,moderate,58,small,blankets,6,10,52,18,Sunny,yes,toddler,2,0,1,1,1,0,2,1
6/12/2015,16:06:12,malay,male,fat,47,small,clothes,4,9,17,7,Sunny,no,no_kids,0,0,0,1,2,0,0,0
23/02/2016,4:03:01,foreigner ,female,fat,35,big,clothes,4,10,35,19,Rainy,yes,toddler,3,1,0,0,2,1,2,1
25/01/2016,7:10:23,chinese,female,moderate,32,small,clothes,4,7,50,14,Sunny,no,no_kids,2,1,0,1,1,0,0,0
20/01/2016,5:49:27,chinese,female,moderate,27,big,clothes,6,9,48,7,Rainy,yes,young,2,1,0,0,1,1,3,1
25/02/2016,1:13:20,foreigner ,female,moderate,49,big,blankets,5,7,46,20,Sunny,no,no_kids,3,1,1,1,1,1,0,0
23/01/2016,16:16:58,chinese,female,fat,39,big,blankets,6,10,28,12,Rainy,no,no_kids,2,1,1,0,2,1,0,0
11/12/2015,20:23:45,chinese,male,thin,44,big,clothes,4,8,46,10,Sunny,yes,toddler,2,0,0,1,0,1,2,1
13/01/2016,19:13:19,foreigner ,male,fat,39,big,blankets,4,10,45,17,Sunny,no,no_kids,3,0,1,1,2,1,0,0
29/01/2016,2:41:07,chinese,female,moderate,53,small,blankets,4,10,56,15,Rainy,yes,baby,2,1,1,0,1,0,1,1
31/12/2015,18:47:06,malay,male,thin,27,small,clothes,3,9,32,21,Sunny,no,no_kids,0,0,0,1,0,0,0,0
29/01/2016,7:00:48,chinese,female,moderate,54,big,blankets,6,8,32,12,Rainy,no,no_kids,2,1,1,0,1,1,0,0
15/12/2015,17:01:34,indian,female,thin,46,big,clothes,5,9,27,7,Rainy,no,no_kids,1,1,0,0,0,1,0,0
18/01/2016,6:37:38,indian,male,moderate,23,big,clothes,5,8,46,13,Sunny,yes,toddler,1,0,0,1,1,1,2,1
26/01/2016,18:52:45,indian,female,fat,47,big,blankets,6,10,37,8,Sunny,no,no_kids,1,1,1,1,2,1,0,0
4/2/2016,7:32:51,foreigner ,male,moderate,26,small,blankets,6,8,43,12,Sunny,no,no_kids,3,0,1,1,1,0,0,0
8/12/2015,21:38:11,indian,female,thin,55,small,clothes,6,7,34,14,Rainy,no,no_kids,1,1,0,0,0,0,0,0
8/2/2016,22:30:34,foreigner ,female,thin,52,small,blankets,4,10,32,20,Sunny,no,no_kids,3,1,1,1,0,0,0,0
16/12/2015,12:47:37,malay,female,thin,41,small,clothes,5,7,44,16,Rainy,yes,toddler,0,1,0,0,0,0,2,1
22/01/2016,13:27:43,chinese,female,fat,26,big,clothes,4,7,30,8,Sunny,no,no_kids,2,1,0,1,2,1,0,0
2/1/2016,15:58:41,foreigner ,female,thin,23,big,clothes,3,7,50,14,Sunny,no,no_kids,3,1,0,1,0,1,0,0
26/02/2016,23:24:13,malay,male,moderate,52,big,blankets,4,9,23,16,Sunny,no,no_kids,0,0,1,1,1,1,0,0
17/02/2016,19:12:39,chinese,female,moderate,60,big,clothes,3,8,59,13,Rainy,no,no_kids,2,1,0,0,1,1,0,0
4/1/2016,19:32:13,foreigner ,female,fat,60,small,blankets,4,10,25,8,Rainy,no,no_kids,3,1,1,0,2,0,0,0
30/12/2015,5:30:16,chinese,male,thin,58,big,blankets,4,10,59,11,Sunny,yes,toddler,2,0,1,1,0,1,2,1
21/01/2016,15:20:28,malay,male,thin,40,big,clothes,3,7,50,21,Rainy,no,no_kids,0,0,0,0,0,1,0,0
28/02/2016,13:17:42,foreigner ,female,fat,22,small,blankets,4,8,38,19,Sunny,yes,toddler,3,1,1,1,2,0,2,1
23/01/2016,17:01:00,malay,male,fat,52,big,clothes,4,8,33,11,Sunny,no,no_kids,0,0,0,1,2,1,0,0
5/12/2015,18:18:13,chinese,male,thin,43,small,clothes,4,8,33,20,Sunny,yes,toddler,2,0,0,1,0,0,2,1
3/2/2016,19:11:50,foreigner ,male,thin,37,small,blankets,5,9,41,17,Sunny,no,no_kids,3,0,1,1,0,0,0,0
27/12/2015,20:31:45,malay,male,fat,42,big,blankets,4,7,37,11,Sunny,yes,toddler,0,0,1,1,2,1,2,1
23/02/2016,9:45:18,foreigner ,male,moderate,26,small,blankets,5,7,43,21,Rainy,no,no_kids,3,0,1,0,1,0,0,0
6/12/2015,10:22:58,malay,male,moderate,25,small,blankets,3,10,25,9,Sunny,no,no_kids,0,0,1,1,1,0,0,0
27/02/2016,20:52:42,chinese,male,thin,36,big,clothes,6,9,37,10,Rainy,no,no_kids,2,0,0,0,0,1,0,0
18/12/2015,21:03:49,chinese,female,fat,55,small,clothes,4,9,42,16,Rainy,no,no_kids,2,1,0,0,2,0,0,0
7/2/2016,21:10:08,foreigner ,male,fat,25,small,blankets,3,8,55,11,Sunny,no,no_kids,3,0,1,1,2,0,0,0
26/01/2016,9:30:18,indian,female,fat,55,small,blankets,5,9,18,13,Sunny,no,no_kids,1,1,1,1,2,0,0,0
2/1/2016,4:34:58,chinese,male,thin,21,big,blankets,4,7,40,8,Rainy,no,no_kids,2,0,1,0,0,1,0,0
20/02/2016,2:46:56,malay,male,thin,46,small,clothes,4,10,31,20,Sunny,yes,baby,0,0,0,1,0,0,1,1
11/2/2016,15:01:26,malay,male,moderate,42,big,blankets,6,8,57,9,Sunny,yes,toddler,0,0,1,1,1,1,2,1
12/2/2016,8:14:24,malay,female,thin,27,small,clothes,6,10,13,16,Sunny,no,no_kids,0,1,0,1,0,0,0,0
1/1/2016,13:48:10,chinese,female,fat,37,big,blankets,5,9,40,18,Sunny,no,no_kids,2,1,1,1,2,1,0,0
12/2/2016,20:06:47,foreigner ,male,fat,56,small,blankets,4,8,25,11,Sunny,no,no_kids,3,0,1,1,2,0,0,0
18/01/2016,4:18:09,foreigner ,female,thin,50,small,clothes,3,9,56,17,Sunny,no,no_kids,3,1,0,1,0,0,0,0
2/1/2016,17:34:35,malay,male,fat,39,big,clothes,5,9,26,10,Sunny,yes,young,0,0,0,1,2,1,3,1
15/12/2015,12:43:59,indian,female,moderate,22,small,blankets,3,8,26,15,Sunny,no,no_kids,1,1,1,1,1,0,0,0
31/01/2016,19:13:03,malay,female,moderate,30,big,clothes,5,8,19,7,Sunny,yes,baby,0,1,0,1,1,1,1,1
26/02/2016,0:47:32,chinese,male,fat,41,small,blankets,5,10,32,14,Sunny,no,no_kids,2,0,1,1,2,0,0,0
2/1/2016,6:43:17,foreigner ,female,fat,49,big,clothes,4,9,40,14,Rainy,yes,baby,3,1,0,0,2,1,1,1
26/01/2016,8:39:07,indian,female,fat,18,big,clothes,6,8,17,20,Sunny,yes,toddler,1,1,0,1,2,1,2,1
29/12/2015,9:10:28,indian,male,moderate,60,small,clothes,4,8,47,14,Sunny,no,no_kids,1,0,0,1,1,0,0,0
13/01/2016,17:08:58,foreigner ,female,moderate,31,big,blankets,5,9,53,9,Rainy,yes,baby,3,1,1,0,1,1,1,1
20/01/2016,15:37:22,foreigner ,male,moderate,35,big,blankets,6,7,39,14,Rainy,yes,toddler,3,0,1,0,1,1,2,1
16/01/2016,22:02:53,foreigner ,female,thin,47,small,clothes,5,7,44,20,Sunny,yes,toddler,3,1,0,1,0,0,2,1
11/2/2016,8:47:09,indian,male,moderate,26,big,clothes,4,8,46,8,Rainy,yes,baby,1,0,0,0,1,1,1,1
7/1/2016,9:11:53,chinese,male,fat,37,small,blankets,4,9,22,12,Sunny,no,no_kids,2,0,1,1,2,0,0,0
3/12/2015,21:34:51,indian,male,moderate,29,small,clothes,6,7,36,14,Rainy,yes,young,1,0,0,0,1,0,3,1
18/12/2015,15:14:43,malay,female,moderate,60,big,clothes,5,9,52,10,Sunny,no,no_kids,0,1,0,1,1,1,0,0
16/12/2015,17:37:20,chinese,male,thin,47,small,blankets,3,7,11,8,Sunny,no,no_kids,2,0,1,1,0,0,0,0
6/2/2016,16:17:26,indian,female,moderate,53,big,blankets,3,10,12,9,Sunny,no,no_kids,1,1,1,1,1,1,0,0
24/02/2016,15:54:39,chinese,female,thin,27,big,blankets,3,10,45,16,Rainy,no,no_kids,2,1,1,0,0,1,0,0
23/12/2015,12:50:26,malay,female,fat,50,big,blankets,6,9,35,20,Rainy,no,no_kids,0,1,1,0,2,1,0,0
21/02/2016,10:57:54,foreigner ,male,fat,43,small,clothes,6,10,13,16,Sunny,yes,young,3,0,0,1,2,0,3,1
8/12/2015,10:08:18,chinese,female,moderate,51,big,clothes,4,10,47,19,Sunny,yes,toddler,2,1,0,1,1,1,2,1
25/01/2016,2:21:13,malay,female,moderate,42,big,clothes,5,7,38,18,Sunny,no,no_kids,0,1,0,1,1,1,0,0
19/01/2016,17:15:34,chinese,male,thin,25,big,clothes,5,8,55,14,Sunny,no,no_kids,2,0,0,1,0,1,0,0
27/12/2015,5:03:53,foreigner ,male,moderate,57,big,blankets,4,9,29,21,Rainy,no,no_kids,3,0,1,0,1,1,0,0
5/12/2015,0:15:54,indian,male,thin,35,small,clothes,5,9,27,18,Rainy,yes,toddler,1,0,0,0,0,0,2,1
28/02/2016,21:10:30,foreigner ,male,moderate,27,big,blankets,5,9,34,14,Sunny,no,no_kids,3,0,1,1,1,1,0,0
27/12/2015,2:37:30,indian,female,thin,36,big,blankets,5,9,36,7,Sunny,no,no_kids,1,1,1,1,0,1,0,0
30/01/2016,21:21:10,indian,male,moderate,50,big,blankets,4,7,36,17,Sunny,yes,young,1,0,1,1,1,1,3,1
22/02/2016,13:19:41,indian,female,moderate,33,big,blankets,6,9,50,15,Rainy,yes,toddler,1,1,1,0,1,1,2,1
17/02/2016,14:04:11,malay,male,thin,26,small,blankets,4,9,34,20,Rainy,yes,toddler,0,0,1,0,0,0,2,1
19/12/2015,15:10:40,foreigner ,male,fat,25,small,clothes,6,9,46,17,Rainy,no,no_kids,3,0,0,0,2,0,0,0
1/3/2016,12:38:29,foreigner ,male,thin,51,small,blankets,6,9,58,14,Sunny,yes,toddler,3,0,1,1,0,0,2,1
6/1/2016,0:23:59,indian,female,moderate,23,big,clothes,3,10,36,17,Sunny,no,no_kids,1,1,0,1,1,1,0,0
21/12/2015,7:41:46,foreigner ,male,thin,33,big,clothes,4,8,27,19,Sunny,no,no_kids,3,0,0,1,0,1,0,0
4/12/2015,18:32:56,foreigner ,male,moderate,20,small,clothes,5,8,15,12,Sunny,no,no_kids,3,0,0,1,1,0,0,0
19/12/2015,12:42:39,foreigner ,female,moderate,30,small,blankets,6,9,48,16,Rainy,no,no_kids,3,1,1,0,1,0,0,0
16/02/2016,14:00:20,foreigner ,female,fat,53,big,blankets,3,8,11,14,Sunny,yes,baby,3,1,1,1,2,1,1,1
21/01/2016,21:30:42,indian,male,moderate,56,small,clothes,4,10,60,12,Rainy,no,no_kids,1,0,0,0,1,0,0,0
19/01/2016,9:17:23,foreigner ,male,fat,53,small,blankets,5,8,36,21,Rainy,yes,baby,3,0,1,0,2,0,1,1
1/1/2016,11:19:13,foreigner ,female,thin,33,small,blankets,5,10,50,8,Rainy,yes,toddler,3,1,1,0,0,0,2,1
19/12/2015,12:51:07,chinese,female,thin,53,big,clothes,3,7,25,10,Rainy,no,no_kids,2,1,0,0,0,1,0,0
13/12/2015,20:06:48,indian,female,thin,36,small,clothes,6,8,11,10,Rainy,no,no_kids,1,1,0,0,0,0,0,0
1/3/2016,21:09:48,indian,male,thin,60,small,clothes,6,10,37,15,Rainy,yes,baby,1,0,0,0,0,0,1,1
10/2/2016,7:50:05,indian,male,thin,47,small,blankets,5,10,46,17,Rainy,yes,baby,1,0,1,0,0,0,1,1
15/01/2016,18:55:37,indian,female,moderate,59,big,blankets,4,10,38,20,Sunny,no,no_kids,1,1,1,1,1,1,0,0
19/02/2016,4:42:47,foreigner ,male,fat,39,big,blankets,5,10,32,10,Sunny,no,no_kids,3,0,1,1,2,1,0,0
4/2/2016,17:47:47,malay,female,thin,33,big,clothes,5,8,18,14,Sunny,yes,toddler,0,1,0,1,0,1,2,1
27/02/2016,21:24:09,chinese,female,thin,23,big,clothes,4,9,25,7,Rainy,yes,young,2,1,0,0,0,1,3,1
17/12/2015,1:45:40,chinese,male,thin,59,small,blankets,3,9,23,19,Sunny,no,no_kids,2,0,1,1,0,0,0,0
15/01/2016,21:26:02,foreigner ,male,moderate,37,small,clothes,4,7,17,12,Sunny,no,no_kids,3,0,0,1,1,0,0,0
1/3/2016,2:46:53,foreigner ,male,thin,26,small,blankets,6,10,50,13,Rainy,no,no_kids,3,0,1,0,0,0,0,0
7/1/2016,10:30:02,chinese,male,moderate,27,big,blankets,6,7,20,21,Sunny,no,no_kids,2,0,1,1,1,1,0,0
20/01/2016,14:41:59,malay,male,moderate,52,small,blankets,3,7,11,18,Sunny,yes,baby,0,0,1,1,1,0,1,1
25/12/2015,22:13:45,chinese,male,moderate,51,big,blankets,3,8,30,18,Sunny,no,no_kids,2,0,1,1,1,1,0,0
18/01/2016,9:01:39,indian,male,thin,20,small,blankets,6,9,27,13,Sunny,no,no_kids,1,0,1,1,0,0,0,0
15/02/2016,18:50:58,chinese,male,thin,27,small,clothes,3,10,24,17,Sunny,no,no_kids,2,0,0,1,0,0,0,0
5/12/2015,0:10:03,foreigner ,male,moderate,53,small,blankets,4,9,44,18,Rainy,yes,young,3,0,1,0,1,0,3,1
21/01/2016,11:54:41,indian,female,fat,19,big,clothes,5,9,52,10,Sunny,yes,young,1,1,0,1,2,1,3,1
16/01/2016,22:01:15,chinese,male,fat,43,big,clothes,6,8,18,12,Rainy,no,no_kids,2,0,0,0,2,1,0,0
10/1/2016,6:22:09,foreigner ,male,moderate,30,big,clothes,5,8,39,21,Rainy,no,no_kids,3,0,0,0,1,1,0,0
15/12/2015,6:34:09,foreigner ,male,fat,54,big,clothes,4,8,21,12,Sunny,no,no_kids,3,0,0,1,2,1,0,0
11/12/2015,10:54:28,chinese,female,moderate,31,big,blankets,3,9,52,14,Sunny,yes,toddler,2,1,1,1,1,1,2,1
28/12/2015,6:21:58,indian,female,fat,34,big,clothes,3,9,50,14,Rainy,yes,toddler,1,1,0,0,2,1,2,1
17/02/2016,22:04:57,indian,female,moderate,27,small,blankets,3,10,46,14,Sunny,yes,toddler,1,1,1,1,1,0,2,1
14/12/2015,20:55:10,chinese,male,fat,48,big,clothes,5,8,48,13,Sunny,yes,baby,2,0,0,1,2,1,1,1
5/12/2015,3:26:41,malay,male,moderate,27,big,clothes,6,10,24,21,Sunny,yes,toddler,0,0,0,1,1,1,2,1
25/02/2016,23:25:55,chinese,female,moderate,27,small,blankets,3,8,33,8,Rainy,no,no_kids,2,1,1,0,1,0,0,0
16/12/2015,20:50:33,chinese,female,fat,60,small,blankets,3,8,13,7,Sunny,yes,toddler,2,1,1,1,2,0,2,1
30/12/2015,19:34:25,chinese,female,moderate,46,small,clothes,6,9,24,9,Sunny,yes,baby,2,1,0,1,1,0,1,1
17/02/2016,9:09:19,malay,male,moderate,58,small,clothes,3,8,49,13,Sunny,no,no_kids,0,0,0,1,1,0,0,0
12/1/2016,4:33:52,malay,female,moderate,55,small,blankets,6,10,39,17,Sunny,no,no_kids,0,1,1,1,1,0,0,0
26/12/2015,21:22:19,foreigner ,female,moderate,50,big,blankets,4,7,53,7,Rainy,no,no_kids,3,1,1,0,1,1,0,0
14/02/2016,21:58:20,malay,female,fat,46,small,blankets,4,10,26,20,Sunny,no,no_kids,0,1,1,1,2,0,0,0
1/3/2016,20:57:53,indian,female,thin,46,small,clothes,4,8,15,11,Rainy,yes,young,1,1,0,0,0,0,3,1
